id,number,number2,date,contact_id,contact_name,amount,status,created_at,updated_at,myinvois_action,myinvois_document_uuid,myinvois_document_status,issued_at,validated_at,synced_at
10933,2601186,,2026-02-27,,,57.0,ready,2026-02-28 00:40:32,2026-02-28 00:40:32,VALIDATE,ZQKS39XK9796ADQQFNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10934,2601187,,2026-02-27,,,40.25,ready,2026-02-28 00:40:33,2026-03-02 15:20:35,VALIDATE,NYBR9X5Y4CW2R6HRFNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10936,2601189,,2026-02-27,,,140.0,ready,2026-02-28 00:40:34,2026-02-28 00:40:34,VALIDATE,1WYB4NMGY92G3E10FNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:38,2026-03-10T14:00:57.352855
10938,2601191,,2026-02-27,,,677.0,ready,2026-02-28 00:40:36,2026-02-28 00:40:36,VALIDATE,XVRBZPF433W4HZDAFNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10939,2601192,,2026-02-27,,,975.0,ready,2026-02-28 00:40:36,2026-02-28 00:40:36,VALIDATE,QNV5FB9G4JFF3QP0FNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10940,2601193,,2026-02-27,,,151.0,ready,2026-02-28 00:40:37,2026-02-28 00:40:37,VALIDATE,8C5RC3X8VAJPB4JWGNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10941,2601194,,2026-02-27,,,57.0,ready,2026-02-28 00:40:38,2026-02-28 00:40:38,VALIDATE,GRAXK30G0GK5H1XXGNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10942,2601195,,2026-02-27,,,43.0,ready,2026-02-28 00:40:39,2026-02-28 00:40:39,VALIDATE,W5AFHC01BJAB3C36GNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10943,2601196,,2026-02-27,,,767.0,ready,2026-02-28 00:40:40,2026-02-28 00:40:40,VALIDATE,13B5QQHV05TXBD16GNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10944,2601197,,2026-02-27,,,472.5,ready,2026-02-28 00:40:40,2026-02-28 00:40:40,VALIDATE,NHDFQEDZC0YDK4HKGNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10945,2601198,,2026-02-27,,,1000.1,ready,2026-02-28 00:40:41,2026-02-28 00:40:42,VALIDATE,B0DJHV4J2P98YK7KGNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10946,2601199,,2026-02-27,,,186.0,ready,2026-02-28 00:40:43,2026-02-28 00:40:43,VALIDATE,49ZT75SJDGEAK2XDGNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10947,2601200,,2026-02-27,,,58.0,ready,2026-02-28 00:40:44,2026-02-28 00:40:44,VALIDATE,VSJY5A4ZVEG65ZR8GNYXHSJK10,VALID,2026-03-03 17:54:34,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10948,2601201,,2026-02-27,,,108.0,ready,2026-02-28 00:40:44,2026-02-28 00:40:44,VALIDATE,KSWAB0V05AA15EFXGNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10949,2601202,,2026-02-27,,,48.8,ready,2026-02-28 00:40:45,2026-02-28 00:40:45,VALIDATE,30KQ9FT3NPF41YJJGNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10950,2601203,,2026-02-27,,,181.5,ready,2026-02-28 00:40:46,2026-02-28 00:40:46,VALIDATE,H01QSGW1GJFH04AJHNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10951,2601204,,2026-02-27,,,108.0,ready,2026-02-28 00:40:47,2026-02-28 00:40:47,VALIDATE,8Y4HDAN6X0MX7N7MHNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10952,2601205,,2026-02-27,,,1510.0,ready,2026-02-28 00:40:48,2026-02-28 00:40:48,VALIDATE,NEKQMRGTD01HG8Q7HNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10953,2601206,,2026-02-27,,,36.0,ready,2026-02-28 00:40:49,2026-02-28 00:40:49,VALIDATE,CEZPDRGF4F9TMXB7HNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10954,2601207,,2026-02-27,,,14.75,ready,2026-02-28 00:40:49,2026-02-28 00:40:49,VALIDATE,G925YW5HKM8C9P50HNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10955,2601208,,2026-02-27,,,84.0,ready,2026-02-28 00:40:50,2026-02-28 00:40:50,VALIDATE,BBE8H1ZFXBMX0PZ5HNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10956,2601209,,2026-02-27,,,56.0,ready,2026-02-28 00:40:51,2026-02-28 00:40:51,VALIDATE,9HNQ34QRK76HX72DHNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10957,2601210,,2026-02-27,,,56.0,ready,2026-02-28 00:40:51,2026-02-28 00:40:51,VALIDATE,0GA0D4DNBNKDXF8EHNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10958,2601211,,2026-02-27,,,56.0,ready,2026-02-28 00:40:52,2026-02-28 00:40:52,VALIDATE,AFYW0HM4661GN8AWHNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10959,2601212,,2026-02-27,,,84.0,ready,2026-02-28 00:40:53,2026-02-28 00:40:53,VALIDATE,4JXK7FW7KY2H3F9CHNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10960,2601213,,2026-02-27,,,2080.0,ready,2026-02-28 00:40:53,2026-02-28 00:40:54,VALIDATE,RY33RVHP7Q1WZT63HNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10961,2601214,,2026-02-27,,,4323.0,ready,2026-02-28 00:40:55,2026-02-28 00:40:55,VALIDATE,6ZWEA83PTGV9K6A5JNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10962,2601215,,2026-02-27,,,6723.5,ready,2026-02-28 00:40:56,2026-02-28 00:40:57,VALIDATE,RETJE2F6XX8WFADSJNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10963,2601216,,2026-02-27,,,190.0,ready,2026-02-28 00:40:58,2026-02-28 00:40:58,VALIDATE,A1VX48S8E8Q7XRK0JNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10964,2601217,,2026-02-27,,,271.0,ready,2026-02-28 00:40:59,2026-02-28 00:40:59,VALIDATE,01TZ6Q7XW4E7PA5AJNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10965,2601218,,2026-02-27,,,16452.25,ready,2026-02-28 00:41:00,2026-02-28 00:41:01,VALIDATE,5K57W65M7XF8C7ZAJNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10966,2601219,,2026-02-27,,,2370.5,ready,2026-02-28 00:41:02,2026-02-28 00:41:03,VALIDATE,E8C0YXVPXXTCYN1CJNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10967,2601220,,2026-02-27,,,180.0,ready,2026-02-28 00:41:04,2026-02-28 00:41:04,VALIDATE,QYW0EMFPH64SG40FJNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10968,2601221,,2026-02-27,,,56.0,ready,2026-02-28 00:41:04,2026-02-28 00:41:04,VALIDATE,EPVWMVZPZT6P3DD7KNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10969,2601222,,2026-02-27,,,313.0,ready,2026-02-28 00:41:05,2026-02-28 00:41:05,VALIDATE,Q70YPQ36S4ZME8P8KNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10970,2601223,,2026-02-27,,,270.0,ready,2026-02-28 00:41:06,2026-02-28 00:41:06,VALIDATE,MZ367RW0VNFDQJZMKNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10971,2601224,,2026-02-27,,,180.0,ready,2026-02-28 00:41:07,2026-02-28 00:41:07,VALIDATE,W2WFH752SRV2DC78KNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10972,2601225,,2026-02-27,,,515.0,ready,2026-02-28 00:41:07,2026-02-28 00:41:07,VALIDATE,RH2WCZP1601E01B5KNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10973,2601226,,2026-02-27,,,84.0,ready,2026-02-28 00:41:08,2026-02-28 00:41:08,VALIDATE,0A55QFZTP6S1JE5TKNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10974,2601227,,2026-02-27,,,590.0,ready,2026-02-28 00:41:09,2026-02-28 00:41:09,VALIDATE,FS08Z927KHJMVNC1KNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10975,2601228,,2026-02-27,,,1335.0,ready,2026-02-28 00:41:09,2026-02-28 00:41:09,VALIDATE,R2PF40CFC3B8AHNQMNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10976,SB77058,,2026-02-27,,,84.0,ready,2026-02-28 00:41:40,2026-02-28 00:41:40,VALIDATE,8SXPPD3VEJY1906JMNYXHSJK10,VALID,2026-03-03 17:54:35,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10977,TJ22231,,2026-02-27,,,63.6,ready,2026-02-28 00:41:41,2026-02-28 00:41:41,VALIDATE,D3YNTR9MQ4W855H9MNYXHSJK10,VALID,2026-03-03 17:54:36,2026-03-03 17:54:39,2026-03-10T14:00:57.352855
10822,2601090,,2026-02-26,,,1436.0,ready,2026-02-27 00:39:24,2026-02-27 00:39:24,VALIDATE,394WQ5H52QC8JK21XFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10823,2601091,,2026-02-26,,,493.0,ready,2026-02-27 00:39:25,2026-02-27 00:39:25,VALIDATE,FKX915ZJ5ZA2PF4NXFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10824,2601092,,2026-02-26,,,792.0,ready,2026-02-27 00:39:26,2026-02-27 00:39:26,VALIDATE,KVMRP6HQRN1B8EDVXFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10825,2601093,,2026-02-26,,,25.8,ready,2026-02-27 00:39:27,2026-02-27 00:39:27,VALIDATE,N41678AGKQ22Z6FMXFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10826,2601094,,2026-02-26,,,328.0,ready,2026-02-27 00:39:28,2026-02-27 00:39:28,VALIDATE,5AFRBNE0GE6660M1XFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10827,2601095,,2026-02-26,,,1236.0,ready,2026-02-27 00:39:29,2026-02-27 00:39:29,VALIDATE,XG8XC8NXGB0YTTDBXFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10828,2601096,,2026-02-26,,,169.5,ready,2026-02-27 00:39:29,2026-02-27 00:39:30,VALIDATE,TSZ3TD654KRYAE3ZXFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10829,2601097,,2026-02-26,,,328.0,ready,2026-02-27 00:39:30,2026-02-27 00:39:31,VALIDATE,V502AXVMPBMTK43VXFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10830,2601098,,2026-02-26,,,523.0,ready,2026-02-27 00:39:31,2026-02-27 00:39:31,VALIDATE,Y1WXQYVJAQ5GNEKZXFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10831,2601099,,2026-02-26,,,610.0,ready,2026-02-27 00:39:32,2026-02-27 00:39:32,VALIDATE,SMDM98V7MVEBS540XFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10832,2601100,,2026-02-26,,,2496.0,ready,2026-02-27 00:39:33,2026-02-27 00:39:34,VALIDATE,CA1JPB01WPY18EMGYFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10833,2601101,,2026-02-26,,,2536.0,ready,2026-02-27 00:39:35,2026-02-27 00:39:35,VALIDATE,A89YHVS5JKMBCW2MYFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10834,2601102,,2026-02-26,,,1193.0,ready,2026-02-27 00:39:36,2026-02-27 00:39:36,VALIDATE,3ZN71VT6FESRGRHQYFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10835,2601103,,2026-02-26,,,722.5,ready,2026-02-27 00:39:37,2026-02-27 00:39:38,NORMAL,,,,,2026-03-10T14:00:56.816215
10836,2601104,,2026-02-26,,,17.2,ready,2026-02-27 00:39:39,2026-02-27 00:39:39,NORMAL,,,,,2026-03-10T14:00:56.816215
10837,2601105,,2026-02-26,,,1291.0,ready,2026-02-27 00:39:40,2026-02-27 00:39:40,VALIDATE,M4EGH9JK39XEYCWZYFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10838,2601106,,2026-02-26,,,2239.25,ready,2026-02-27 00:39:41,2026-02-27 00:39:42,VALIDATE,XS3VV8CS5QENE7Q5YFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10839,2601107,,2026-02-26,,,460.2,ready,2026-02-27 00:39:43,2026-02-27 00:39:43,VALIDATE,PKS8KPCYBPM7CP32YFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10840,2601108,,2026-02-26,,,4032.0,ready,2026-02-27 00:39:44,2026-02-27 00:39:44,VALIDATE,NTQF3J4A558FFRNZYFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10841,2601110,,2026-02-26,,,1961.0,ready,2026-02-27 00:39:46,2026-02-27 00:39:46,VALIDATE,HKZ8FS1A5AV0CA1RZFKZHSJK10,VALID,2026-03-03 17:55:31,2026-03-03 17:55:32,2026-03-10T14:00:56.816215
10842,2601111,,2026-02-26,,,187.59,ready,2026-02-27 00:39:47,2026-02-27 00:39:47,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10843,2601112,,2026-02-26,,,215.91,ready,2026-02-27 00:39:47,2026-02-27 00:39:47,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10844,2601113,,2026-02-26,,,222.59,ready,2026-02-27 00:39:48,2026-02-27 00:39:48,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10845,2601114,,2026-02-26,,,222.59,ready,2026-02-27 00:39:49,2026-02-27 00:39:49,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10846,2601115,,2026-02-26,,,187.59,ready,2026-02-27 00:39:49,2026-02-27 00:39:50,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10847,2601116,,2026-02-26,,,355.0,ready,2026-02-27 00:39:50,2026-02-27 00:39:50,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10848,2601117,,2026-02-26,,,576.0,ready,2026-02-27 00:39:51,2026-02-27 00:39:51,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10849,2601118,,2026-02-26,,,434.0,ready,2026-02-27 00:39:52,2026-02-27 00:39:52,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10850,2601119,,2026-02-26,,,445.0,ready,2026-02-27 00:39:52,2026-02-27 00:39:52,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10851,2601120,,2026-02-26,,,337.0,ready,2026-02-27 00:39:53,2026-02-27 00:39:53,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10852,2601121,,2026-02-26,,,248.0,ready,2026-02-27 00:39:54,2026-02-27 00:39:54,EXTERNAL,,,,,2026-03-10T14:00:56.816215
10853,SB76553,,2026-02-26,,,66.0,ready,2026-02-27 00:40:24,2026-03-04 17:13:12,VALIDATE,5EYA1JVHQ5FV0ZSG1D5ZHSJK10,VALID,2026-03-03 17:55:17,2026-03-03 17:55:17,2026-03-10T14:00:56.816215
10854,SB76555,,2026-02-26,,,48.0,ready,2026-02-27 00:40:25,2026-02-27 00:40:25,VALIDATE,35QJWWT5JFBBGFMQ1D5ZHSJK10,VALID,2026-03-03 17:55:17,2026-03-03 17:55:17,2026-03-10T14:00:56.816215
10855,TJ22230,,2026-02-26,,,63.6,ready,2026-02-27 00:40:25,2026-02-27 00:40:26,VALIDATE,BRR3SP3N38QNBTSF2D5ZHSJK10,VALID,2026-03-03 17:55:17,2026-03-03 17:55:17,2026-03-10T14:00:56.816215
10771,2601055,,2026-02-25,,,593.0,ready,2026-02-26 00:40:41,2026-02-26 00:40:41,VALIDATE,55T5Y13GSYPA5D8WF4A0JSJK10,VALID,2026-03-03 17:55:53,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10772,2601056,,2026-02-25,,,770.0,ready,2026-02-26 00:40:42,2026-02-26 00:40:42,VALIDATE,5ED4BDJ610XMBFBFF4A0JSJK10,VALID,2026-03-03 17:55:53,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10773,2601057,,2026-02-25,,,114.0,ready,2026-02-26 00:40:43,2026-02-26 00:40:43,VALIDATE,YZYYJG2V4MTMZBDFF4A0JSJK10,VALID,2026-03-03 17:55:53,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10774,2601058,,2026-02-25,,,4376.0,ready,2026-02-26 00:40:44,2026-02-26 00:40:44,VALIDATE,NKF9DEFWPCRRJVW7F4A0JSJK10,VALID,2026-03-03 17:55:53,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10775,2601059,,2026-02-25,,,4092.0,ready,2026-02-26 00:40:46,2026-02-26 00:40:46,VALIDATE,7XB5EFF2SEEFTBC7G4A0JSJK10,VALID,2026-03-03 17:55:53,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10776,2601060,,2026-02-25,,,814.5,ready,2026-02-26 00:40:48,2026-02-26 00:40:48,VALIDATE,85VM6X02F40MMT6YG4A0JSJK10,VALID,2026-03-03 17:55:53,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10777,2601061,,2026-02-25,,,1310.5,ready,2026-02-26 00:40:49,2026-02-26 00:40:50,VALIDATE,ARR5XPH0182ZF9CDG4A0JSJK10,VALID,2026-03-03 17:55:53,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10778,2601062,,2026-02-25,,,942.0,ready,2026-02-26 00:40:51,2026-02-26 00:40:51,VALIDATE,ZX5TE8VPCHR5HRQQG4A0JSJK10,VALID,2026-03-03 17:55:53,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10779,2601063,,2026-02-25,,,371.5,ready,2026-02-26 00:40:53,2026-02-26 00:40:53,VALIDATE,2MP20FS5XSHTTYJFG4A0JSJK10,VALID,2026-03-03 17:55:53,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10780,2601064,,2026-02-25,,,891.5,ready,2026-02-26 00:40:54,2026-02-26 00:40:54,VALIDATE,3GJ46H8WHTTEQZ2FH4A0JSJK10,VALID,2026-03-03 17:55:53,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10781,2601065,,2026-02-25,,,605.0,ready,2026-02-26 00:40:55,2026-02-26 00:40:56,VALIDATE,M62VMQYWQG4Y8VJRH4A0JSJK10,VALID,2026-03-03 17:55:53,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10782,2601066,,2026-02-25,,,535.5,ready,2026-02-26 00:40:57,2026-02-26 00:40:57,VALIDATE,6GYW4PN7J4C0WBGSH4A0JSJK10,VALID,2026-03-03 17:55:53,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10783,2601067,,2026-02-25,,,253.0,ready,2026-02-26 00:40:58,2026-02-26 00:40:59,VALIDATE,EZSBCAJEV5RKDZ11H4A0JSJK10,VALID,2026-03-03 17:55:53,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10784,2601068,,2026-02-25,,,132.5,ready,2026-02-26 00:41:00,2026-02-26 00:41:00,VALIDATE,KP7WF6Y51DJGWSXRH4A0JSJK10,VALID,2026-03-03 17:55:53,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10785,2601069,,2026-02-25,,,1588.5,ready,2026-02-26 00:41:01,2026-03-04 17:13:12,VALIDATE,JN540SMM049EKEJ2H4A0JSJK10,VALID,2026-03-03 17:55:53,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10786,2601070,,2026-02-25,,,218.5,ready,2026-02-26 00:41:02,2026-02-26 00:41:02,VALIDATE,XHNWAHCXJR7XEFDHJ4A0JSJK10,VALID,2026-03-03 17:55:53,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10787,2601071,,2026-02-25,,,397.5,ready,2026-02-26 00:41:03,2026-02-26 00:41:04,VALIDATE,2XC0J1HCZPX2PX57J4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10788,2601072,,2026-02-25,,,349.0,ready,2026-02-26 00:41:05,2026-02-26 00:41:05,VALIDATE,M044TWHZNKB5T7NRJ4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10789,2601073,,2026-02-25,,,6857.5,ready,2026-02-26 00:41:06,2026-02-26 00:41:06,VALIDATE,VVGETE5NGNMWMEV2J4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10790,2601074,,2026-02-25,,,279.5,ready,2026-02-26 00:41:08,2026-02-26 00:41:08,NORMAL,,,,,2026-03-10T14:00:56.043009
10791,2601075,,2026-02-25,,,236.5,ready,2026-02-26 00:41:09,2026-02-26 00:41:10,NORMAL,,,,,2026-03-10T14:00:56.043009
10792,2601076,,2026-02-25,,,2415.0,ready,2026-02-26 00:41:11,2026-02-26 00:41:11,VALIDATE,M4XNXRME77ES1KP7J4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:56,2026-03-10T14:00:56.043009
10793,2601077,,2026-02-25,,,354.5,ready,2026-02-26 00:41:13,2026-02-26 00:41:13,VALIDATE,EKP7ZMQAKEPRVKWMK4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10794,2601078,,2026-02-25,,,805.5,ready,2026-02-26 00:41:14,2026-02-26 00:41:14,VALIDATE,B0X1RVX59AJ4D5X1K4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10795,2601079,,2026-02-25,,,461.0,ready,2026-02-26 00:41:15,2026-02-26 00:41:15,VALIDATE,99KT9B40NQWCMBJ3K4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10796,2601080,,2026-02-25,,,910.0,ready,2026-02-26 00:41:16,2026-02-26 00:41:16,VALIDATE,VMGYGDE4R1MFBWC2K4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10797,2601081,,2026-02-25,,,2063.0,ready,2026-02-26 00:41:18,2026-02-26 00:41:18,VALIDATE,PX23874B2XXH01NHK4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10798,2601082,,2026-02-25,,,2220.0,ready,2026-02-26 00:41:19,2026-02-26 00:41:19,VALIDATE,ARHRE6W2EGM44WG6K4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10799,2601083,,2026-02-25,,,2045.0,ready,2026-02-26 00:41:20,2026-02-26 00:41:20,VALIDATE,4XAV8B4JTX2ZQ99EM4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10800,2601084,,2026-02-25,,,2384.0,ready,2026-02-26 00:41:21,2026-02-26 00:41:21,VALIDATE,A51MADBRBTY8CRPMM4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10801,2601085,,2026-02-25,,,780.0,ready,2026-02-26 00:41:22,2026-02-26 00:41:22,VALIDATE,SXVRJWYBMRZ9FJBVM4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:55,2026-03-10T14:00:56.043009
10802,2601086,,2026-02-25,,,2505.0,ready,2026-02-26 00:41:23,2026-02-26 00:41:23,VALIDATE,MHMSYTCG7VHZF2J7M4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:55,2026-03-10T14:00:56.816215
10803,2601087,,2026-02-25,,,1300.0,ready,2026-02-26 00:41:24,2026-02-26 00:41:24,VALIDATE,GNW6FB0CF8D6KDNSM4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:55,2026-03-10T14:00:56.816215
10804,2601088,,2026-02-25,,,4457.5,ready,2026-02-26 00:41:24,2026-02-26 00:41:24,VALIDATE,2A695VJ6THF28TNEM4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:55,2026-03-10T14:00:56.816215
10805,2601089,,2026-02-25,,,319.0,ready,2026-02-26 00:41:25,2026-02-26 00:41:25,VALIDATE,3H8JRGZD98P8E3VPM4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:55,2026-03-10T14:00:56.816215
10806,SB75846,,2026-02-25,,,48.0,ready,2026-02-26 00:41:54,2026-02-26 00:41:55,VALIDATE,SR7VSPBZ2XWJ189EM4A0JSJK10,VALID,2026-03-03 17:55:54,2026-03-03 17:55:55,2026-03-10T14:00:56.816215
10743,2601034,,2026-02-24,,,972.0,ready,2026-02-25 00:40:21,2026-02-25 00:40:21,VALIDATE,KY23BR2Y7TKKE3SQWN91JSJK10,VALID,2026-03-03 17:56:26,2026-03-03 17:56:27,2026-03-10T14:00:56.043009
