id,number,number2,date,contact_id,contact_name,amount,status,created_at,updated_at,myinvois_document_uuid,myinvois_document_status,issued_at,validated_at,synced_at
10752,2601043,,2026-02-24,,,114.0,ready,2026-02-25 00:40:31,2026-02-25 00:40:31,,,,,2026-03-10T11:30:56.733344
10753,2601044,,2026-02-24,,,713.0,ready,2026-02-25 00:40:32,2026-02-25 00:40:32,,,,,2026-03-10T11:30:56.733344
10754,2601045,,2026-02-24,,,85.0,ready,2026-02-25 00:40:33,2026-02-25 00:40:33,,,,,2026-03-10T11:30:56.733344
10755,2601046,,2026-02-24,,,1531.5,ready,2026-02-25 00:40:34,2026-02-25 00:40:34,,,,,2026-03-10T11:30:56.733344
10756,2601047,,2026-02-24,,,1017.1,ready,2026-02-25 00:40:35,2026-02-25 00:40:35,,,,,2026-03-10T11:30:56.733344
10757,2601048,,2026-02-24,,,379.0,ready,2026-02-25 00:40:36,2026-02-25 00:40:36,,,,,2026-03-10T11:30:56.733344
10758,2601049,,2026-02-24,,,286.2,ready,2026-02-25 00:40:37,2026-02-25 00:40:37,,,,,2026-03-10T11:30:56.733344
10759,2601050,,2026-02-24,,,241.2,ready,2026-02-25 00:40:38,2026-02-25 00:40:38,,,,,2026-03-10T11:30:56.733344
10760,2601051,,2026-02-24,,,2210.0,ready,2026-02-25 00:40:38,2026-02-25 00:40:39,,,,,2026-03-10T11:30:56.733344
10761,2601052,,2026-02-24,,,1550.0,ready,2026-02-25 00:40:40,2026-02-25 00:40:40,,,,,2026-03-10T11:30:56.733344
10762,2601053,,2026-02-24,,,150.0,ready,2026-02-25 00:40:40,2026-02-25 00:40:41,,,,,2026-03-10T11:30:56.733344
10763,2601054,,2026-02-24,,,1825.0,ready,2026-02-25 00:40:41,2026-02-25 00:40:42,,,,,2026-03-10T11:30:56.733344
10764,SB76475,,2026-02-24,,,63.6,ready,2026-02-25 00:41:11,2026-02-25 00:41:11,,,,,2026-03-10T11:30:56.733344
10765,SB76557,,2026-02-24,,,60.0,ready,2026-02-25 00:41:12,2026-02-25 00:41:12,,,,,2026-03-10T11:30:56.733344
10766,TJ22229,,2026-02-24,,,63.6,ready,2026-02-25 00:41:12,2026-02-25 00:41:12,,,,,2026-03-10T11:30:56.733344
10697,2600993,,2026-02-23,,,2437.5,ready,2026-02-24 00:39:19,2026-02-24 00:39:19,,,,,2026-03-10T11:30:56.371795
10698,2600994,,2026-02-23,,,337.0,ready,2026-02-24 00:39:20,2026-02-24 00:39:20,,,,,2026-03-10T11:30:56.371795
10699,2600995,,2026-02-23,,,308.0,ready,2026-02-24 00:39:20,2026-02-24 00:39:21,,,,,2026-03-10T11:30:56.371795
10700,2600996,,2026-02-23,,,455.0,ready,2026-02-24 00:39:21,2026-02-24 00:39:21,,,,,2026-03-10T11:30:56.371795
10701,2600997,,2026-02-23,,,308.0,ready,2026-02-24 00:39:22,2026-02-24 00:39:22,,,,,2026-03-10T11:30:56.371795
10702,2600998,,2026-02-23,,,292.56,ready,2026-02-24 00:39:22,2026-02-24 00:39:22,,,,,2026-03-10T11:30:56.371795
10703,2600999,,2026-02-23,,,299.0,ready,2026-02-24 00:39:23,2026-02-24 00:39:23,,,,,2026-03-10T11:30:56.371795
10704,2601000,,2026-02-23,,,482.1,ready,2026-02-24 00:39:24,2026-02-24 00:39:24,,,,,2026-03-10T11:30:56.371795
10705,2601001,,2026-02-23,,,1204.0,ready,2026-02-24 00:39:24,2026-02-24 00:39:25,,,,,2026-03-10T11:30:56.371795
10706,2601002,,2026-02-23,,,108.5,ready,2026-02-24 00:39:26,2026-02-24 00:39:26,,,,,2026-03-10T11:30:56.733344
10707,2601003,,2026-02-23,,,8400.0,ready,2026-02-24 00:39:26,2026-02-24 00:39:26,,,,,2026-03-10T11:30:56.371795
10708,2601004,,2026-02-23,,,358.0,ready,2026-02-24 00:39:27,2026-02-24 00:39:27,,,,,2026-03-10T11:30:56.733344
10709,2601005,,2026-02-23,,,358.0,ready,2026-02-24 00:39:28,2026-02-24 00:39:28,,,,,2026-03-10T11:30:56.733344
10710,2601006,,2026-02-23,,,308.0,ready,2026-02-24 00:39:29,2026-02-24 00:39:29,,,,,2026-03-10T11:30:56.733344
10711,2601007,,2026-02-23,,,298.0,ready,2026-02-24 00:39:29,2026-02-24 00:39:29,,,,,2026-03-10T11:30:56.733344
10712,2601008,,2026-02-23,,,586.5,ready,2026-02-24 00:39:30,2026-02-24 00:39:30,,,,,2026-03-10T11:30:56.733344
10713,2601009,,2026-02-23,,,625.0,ready,2026-02-24 00:39:31,2026-02-24 00:39:31,,,,,2026-03-10T11:30:56.733344
10714,2601010,,2026-02-23,,,125.0,ready,2026-02-24 00:39:32,2026-03-04 17:13:11,,,,,2026-03-10T11:30:56.733344
10715,2601011,,2026-02-23,,,215.0,ready,2026-02-24 00:39:32,2026-03-04 17:13:12,,,,,2026-03-10T11:30:56.733344
10716,2601012,,2026-02-23,,,5001.0,ready,2026-02-24 00:39:33,2026-02-24 00:39:33,,,,,2026-03-10T11:30:56.733344
10717,2601013,,2026-02-23,,,3775.0,ready,2026-02-24 00:39:35,2026-02-24 00:39:35,,,,,2026-03-10T11:30:56.733344
10718,2601014,,2026-02-23,,,1220.5,ready,2026-02-24 00:39:36,2026-02-24 00:39:36,,,,,2026-03-10T11:30:56.733344
10719,2601015,,2026-02-23,,,880.0,ready,2026-02-24 00:39:37,2026-02-24 00:39:38,,,,,2026-03-10T11:30:56.733344
10720,2601016,,2026-02-23,,,2227.4,ready,2026-02-24 00:39:38,2026-02-24 00:39:39,,,,,2026-03-10T11:30:56.733344
10721,2601017,,2026-02-23,,,478.0,ready,2026-02-24 00:39:40,2026-02-24 00:39:40,,,,,2026-03-10T11:30:56.733344
10722,2601018,,2026-02-23,,,2361.5,ready,2026-02-24 00:39:41,2026-02-24 00:39:41,,,,,2026-03-10T11:30:56.733344
10723,2601019,,2026-02-23,,,240.0,ready,2026-02-24 00:39:42,2026-02-24 00:39:42,,,,,2026-03-10T11:30:56.733344
10724,2601020,,2026-02-23,,,1000.0,ready,2026-02-24 00:39:43,2026-02-24 00:39:43,,,,,2026-03-10T11:30:56.733344
10725,2601021,,2026-02-23,,,57.0,ready,2026-02-24 00:39:44,2026-02-24 00:39:44,,,,,2026-03-10T11:30:56.733344
10726,2601022,,2026-02-23,,,2329.0,ready,2026-02-24 00:39:44,2026-02-24 00:39:45,,,,,2026-03-10T11:30:56.733344
10727,2601023,,2026-02-23,,,880.0,ready,2026-02-24 00:39:46,2026-02-24 00:39:46,,,,,2026-03-10T11:30:56.733344
10728,2601024,,2026-02-23,,,880.0,ready,2026-02-24 00:39:47,2026-02-24 00:39:47,,,,,2026-03-10T11:30:56.733344
10729,2601025,,2026-02-23,,,254.0,ready,2026-02-24 00:39:48,2026-02-24 00:39:48,,,,,2026-03-10T11:30:56.733344
10730,2601026,,2026-02-23,,,3435.5,ready,2026-02-24 00:39:49,2026-02-24 00:39:49,,,,,2026-03-10T11:30:56.733344
10731,2601027,,2026-02-23,,,389.0,ready,2026-02-24 00:39:51,2026-02-24 00:39:51,,,,,2026-03-10T11:30:56.733344
10732,2601028,,2026-02-23,,,837.5,ready,2026-02-24 00:39:52,2026-02-24 00:39:52,,,,,2026-03-10T11:30:56.733344
10733,2601029,,2026-02-23,,,39.0,ready,2026-02-24 00:39:53,2026-02-24 00:39:53,,,,,2026-03-10T11:30:56.733344
10734,2601030,,2026-02-23,,,693.0,ready,2026-02-24 00:39:54,2026-02-24 00:39:54,,,,,2026-03-10T11:30:56.733344
10735,2601031,,2026-02-23,,,59.0,ready,2026-02-24 00:39:55,2026-02-24 00:39:55,,,,,2026-03-10T11:30:56.733344
10736,2601032,,2026-02-23,,,285.0,ready,2026-02-24 00:39:55,2026-02-24 00:39:56,,,,,2026-03-10T11:30:56.733344
10737,2601033,,2026-02-23,,,37.0,ready,2026-02-24 00:39:56,2026-02-24 00:39:56,,,,,2026-03-10T11:30:56.733344
10679,2600991,,2026-02-13,,,2045.0,ready,2026-02-14 00:39:01,2026-02-14 00:39:01,,,,,2026-03-10T11:30:56.371795
10680,2600992,,2026-02-13,,,298.5,ready,2026-02-14 00:39:02,2026-02-14 00:39:03,,,,,2026-03-10T11:30:56.371795
10619,2600973,,2026-02-12,,,602.0,ready,2026-02-12 00:39:22,2026-02-12 00:39:22,,,,,2026-03-10T11:30:56.371795
10620,2600974,,2026-02-12,,,214.0,ready,2026-02-12 00:39:22,2026-02-12 00:39:22,,,,,2026-03-10T11:30:56.371795
10648,2600978,,2026-02-12,,,1017.0,ready,2026-02-13 00:39:00,2026-02-13 00:39:00,,,,,2026-03-10T11:30:56.371795
10649,2600979,,2026-02-12,,,301.76,ready,2026-02-13 00:39:01,2026-02-13 00:39:01,,,,,2026-03-10T11:30:56.371795
10650,2600980,,2026-02-12,,,362.0,ready,2026-02-13 00:39:01,2026-02-13 00:39:01,,,,,2026-03-10T11:30:56.371795
10651,2600981,,2026-02-12,,,4648.0,ready,2026-02-13 00:39:02,2026-02-13 00:39:02,,,,,2026-03-10T11:30:56.371795
10652,2600982,,2026-02-12,,,129.0,ready,2026-02-13 00:39:03,2026-02-13 00:39:03,,,,,2026-03-10T11:30:56.371795
10653,2600983,,2026-02-12,,,280.0,ready,2026-02-13 00:39:04,2026-02-13 00:39:04,,,,,2026-03-10T11:30:56.371795
10654,2600984,,2026-02-12,,,703.5,ready,2026-02-13 00:39:05,2026-02-13 00:39:05,,,,,2026-03-10T11:30:56.371795
10655,2600985,,2026-02-12,,,48.0,ready,2026-02-13 00:39:06,2026-02-13 00:39:06,,,,,2026-03-10T11:30:56.371795
10656,2600986,,2026-02-12,,,2747.0,ready,2026-02-13 00:39:07,2026-02-13 00:39:07,,,,,2026-03-10T11:30:56.371795
10657,2600987,,2026-02-12,,,466.0,ready,2026-02-13 00:39:08,2026-02-13 00:39:08,,,,,2026-03-10T11:30:56.371795
10658,2600988,,2026-02-12,,,2085.0,ready,2026-02-13 00:39:09,2026-02-13 00:39:09,,,,,2026-03-10T11:30:56.371795
10659,2600989,,2026-02-12,,,880.0,ready,2026-02-13 00:39:10,2026-02-13 00:39:10,,,,,2026-03-10T11:30:56.371795
10660,2600990,,2026-02-12,,,95.75,ready,2026-02-13 00:39:11,2026-02-13 00:39:11,,,,,2026-03-10T11:30:56.371795
10661,SB76418,,2026-02-12,,,120.0,ready,2026-02-13 00:39:40,2026-02-13 00:39:40,,,,,2026-03-10T11:30:56.371795
10662,SB76556,,2026-02-12,,,100.0,ready,2026-02-13 00:39:41,2026-02-13 00:39:41,,,,,2026-03-10T11:30:56.371795
10581,2600952,,2026-02-11,,,211.5,ready,2026-02-11 00:39:56,2026-02-11 00:39:57,,,,,2026-03-10T11:30:56.371795
10582,2600953,,2026-02-11,,,125.0,ready,2026-02-11 00:39:58,2026-02-11 00:39:58,,,,,2026-03-10T11:30:56.371795
10583,2600954,,2026-02-11,,,598.0,ready,2026-02-11 00:39:58,2026-02-11 00:39:58,,,,,2026-03-10T11:30:56.371795
10584,2600955,,2026-02-11,,,1616.0,ready,2026-02-11 00:39:59,2026-02-11 00:39:59,,,,,2026-03-10T11:30:56.371795
10585,2600956,,2026-02-11,,,214.0,ready,2026-02-11 00:40:00,2026-02-11 00:40:00,,,,,2026-03-10T11:30:56.371795
10605,2600959,,2026-02-11,,,1500.0,ready,2026-02-12 00:39:08,2026-02-12 00:39:08,,,,,2026-03-10T11:30:56.371795
10606,2600960,,2026-02-11,,,295.0,ready,2026-02-12 00:39:09,2026-02-12 00:39:09,,,,,2026-03-10T11:30:56.371795
10607,2600961,,2026-02-11,,,348.0,ready,2026-02-12 00:39:10,2026-02-12 00:39:10,,,,,2026-03-10T11:30:56.371795
10608,2600962,,2026-02-11,,,547.0,ready,2026-02-12 00:39:11,2026-02-12 00:39:11,,,,,2026-03-10T11:30:56.371795
10609,2600963,,2026-02-11,,,959.0,ready,2026-02-12 00:39:11,2026-02-12 00:39:12,,,,,2026-03-10T11:30:56.371795
10610,2600964,,2026-02-11,,,3002.0,ready,2026-02-12 00:39:13,2026-02-12 00:39:13,,,,,2026-03-10T11:30:56.371795
10611,2600965,,2026-02-11,,,639.6,ready,2026-02-12 00:39:14,2026-02-12 00:39:14,,,,,2026-03-10T11:30:56.371795
10612,2600966,,2026-02-11,,,5316.0,ready,2026-02-12 00:39:15,2026-02-12 00:39:15,,,,,2026-03-10T11:30:56.371795
10613,2600967,,2026-02-11,,,784.5,ready,2026-02-12 00:39:17,2026-02-12 00:39:17,,,,,2026-03-10T11:30:56.371795
10614,2600968,,2026-02-11,,,428.0,ready,2026-02-12 00:39:18,2026-02-12 00:39:18,,,,,2026-03-10T11:30:56.371795
10615,2600969,,2026-02-11,,,308.0,ready,2026-02-12 00:39:19,2026-02-12 00:39:19,,,,,2026-03-10T11:30:56.371795
10616,2600970,,2026-02-11,,,308.0,ready,2026-02-12 00:39:20,2026-02-12 00:39:20,,,,,2026-03-10T11:30:56.371795
10617,2600971,,2026-02-11,,,308.0,ready,2026-02-12 00:39:20,2026-02-12 00:39:20,,,,,2026-03-10T11:30:56.371795
10618,2600972,,2026-02-11,,,222.59,ready,2026-02-12 00:39:21,2026-02-12 00:39:21,,,,,2026-03-10T11:30:56.371795
10621,2600975,,2026-02-11,,,222.59,ready,2026-02-12 00:39:23,2026-02-12 00:39:23,,,,,2026-03-10T11:30:56.371795
10622,2600976,,2026-02-11,,,397.57,ready,2026-02-12 00:39:24,2026-02-12 00:39:24,,,,,2026-03-10T11:30:56.371795
10623,2600977,,2026-02-11,,,222.59,ready,2026-02-12 00:39:24,2026-02-12 00:39:24,,,,,2026-03-10T11:30:56.371795
10542,2600913,,2026-02-10,,,7254.0,ready,2026-02-11 00:39:19,2026-02-11 00:39:19,,,,,2026-03-10T11:30:56.371795
10543,2600914,,2026-02-10,,,5.0,ready,2026-02-11 00:39:20,2026-02-11 00:39:20,,,,,2026-03-10T11:30:56.371795
10544,2600915,,2026-02-10,,,101.0,ready,2026-02-11 00:39:21,2026-02-11 00:39:21,,,,,2026-03-10T11:30:56.371795
10545,2600916,,2026-02-10,,,1831.0,ready,2026-02-11 00:39:21,2026-02-11 00:39:22,,,,,2026-03-10T11:30:56.371795
10546,2600917,,2026-02-10,,,492.0,ready,2026-02-11 00:39:23,2026-02-11 00:39:23,,,,,2026-03-10T11:30:56.371795
10547,2600918,,2026-02-10,,,1046.0,ready,2026-02-11 00:39:24,2026-02-11 00:39:24,,,,,2026-03-10T11:30:56.371795
10548,2600919,,2026-02-10,,,919.0,ready,2026-02-11 00:39:25,2026-02-11 00:39:25,,,,,2026-03-10T11:30:56.371795
10549,2600920,,2026-02-10,,,1760.0,ready,2026-02-11 00:39:26,2026-02-11 00:39:26,,,,,2026-03-10T11:30:56.371795
10550,2600921,,2026-02-10,,,1760.0,ready,2026-02-11 00:39:27,2026-02-11 00:39:27,,,,,2026-03-10T11:30:56.371795
10551,2600922,,2026-02-10,,,1929.0,ready,2026-02-11 00:39:28,2026-02-11 00:39:28,,,,,2026-03-10T11:30:56.371795
10552,2600923,,2026-02-10,,,492.0,ready,2026-02-11 00:39:29,2026-02-11 00:39:29,,,,,2026-03-10T11:30:56.371795
10553,2600924,,2026-02-10,,,3379.0,ready,2026-02-11 00:39:30,2026-02-11 00:39:30,,,,,2026-03-10T11:30:56.371795
10554,2600925,,2026-02-10,,,420.0,ready,2026-02-11 00:39:31,2026-02-11 00:39:31,,,,,2026-03-10T11:30:56.371795
10555,2600926,,2026-02-10,,,648.0,ready,2026-02-11 00:39:31,2026-02-11 00:39:32,,,,,2026-03-10T11:30:56.371795
10556,2600927,,2026-02-10,,,1021.44,ready,2026-02-11 00:39:32,2026-02-11 00:39:32,,,,,2026-03-10T11:30:56.371795
10557,2600928,,2026-02-10,,,580.0,ready,2026-02-11 00:39:33,2026-02-11 00:39:33,,,,,2026-03-10T11:30:56.371795
10558,2600929,,2026-02-10,,,638.0,ready,2026-02-11 00:39:34,2026-02-11 00:39:34,,,,,2026-03-10T11:30:56.371795
10559,2600930,,2026-02-10,,,1718.0,ready,2026-02-11 00:39:35,2026-02-11 00:39:35,,,,,2026-03-10T11:30:56.371795
10560,2600931,,2026-02-10,,,728.5,ready,2026-02-11 00:39:36,2026-02-11 00:39:36,,,,,2026-03-10T11:30:56.371795
10561,2600932,,2026-02-10,,,390.0,ready,2026-02-11 00:39:37,2026-02-11 00:39:37,,,,,2026-03-10T11:30:56.371795
10562,2600933,,2026-02-10,,,81.0,ready,2026-02-11 00:39:38,2026-02-11 00:39:38,,,,,2026-03-10T11:30:56.371795
10563,2600934,,2026-02-10,,,1219.0,ready,2026-02-11 00:39:38,2026-02-11 00:39:39,,,,,2026-03-10T11:30:56.371795
10564,2600935,,2026-02-10,,,1370.0,ready,2026-02-11 00:39:40,2026-02-11 00:39:40,,,,,2026-03-10T11:30:56.371795
10565,2600936,,2026-02-10,,,2416.0,ready,2026-02-11 00:39:41,2026-02-11 00:39:41,,,,,2026-03-10T11:30:56.371795
10566,2600937,,2026-02-10,,,3189.0,ready,2026-02-11 00:39:42,2026-02-11 00:39:42,,,,,2026-03-10T11:30:56.371795
10567,2600938,,2026-02-10,,,1016.0,ready,2026-02-11 00:39:44,2026-02-11 00:39:44,,,,,2026-03-10T11:30:56.371795
10568,2600939,,2026-02-10,,,880.0,ready,2026-02-11 00:39:45,2026-02-11 00:39:45,,,,,2026-03-10T11:30:56.371795
10569,2600940,,2026-02-10,,,328.0,ready,2026-02-11 00:39:46,2026-02-11 00:39:46,,,,,2026-03-10T11:30:56.371795
10570,2600941,,2026-02-10,,,4155.0,ready,2026-02-11 00:39:46,2026-02-11 00:39:46,,,,,2026-03-10T11:30:56.371795
10571,2600942,,2026-02-10,,,78.0,ready,2026-02-11 00:39:47,2026-02-11 00:39:47,,,,,2026-03-10T11:30:56.371795
10572,2600943,,2026-02-10,,,308.0,ready,2026-02-11 00:39:48,2026-02-11 00:39:48,,,,,2026-03-10T11:30:56.371795
10573,2600944,,2026-02-10,,,308.0,ready,2026-02-11 00:39:49,2026-02-11 00:39:49,,,,,2026-03-10T11:30:56.371795
10574,2600945,,2026-02-10,,,222.59,ready,2026-02-11 00:39:49,2026-02-11 00:39:49,,,,,2026-03-10T11:30:56.371795
10575,2600946,,2026-02-10,,,187.59,ready,2026-02-11 00:39:50,2026-02-11 00:39:50,,,,,2026-03-10T11:30:56.371795
10576,2600947,,2026-02-10,,,3240.0,ready,2026-02-11 00:39:51,2026-02-11 00:39:51,,,,,2026-03-10T11:30:56.371795
10577,2600948,,2026-02-10,,,475.0,ready,2026-02-11 00:39:52,2026-02-11 00:39:52,,,,,2026-03-10T11:30:56.371795
10578,2600949,,2026-02-10,,,151.0,ready,2026-02-11 00:39:53,2026-02-11 00:39:53,,,,,2026-03-10T11:30:56.371795
10579,2600950,,2026-02-10,,,517.0,ready,2026-02-11 00:39:54,2026-02-11 00:39:54,,,,,2026-03-10T11:30:56.371795
10580,2600951,,2026-02-10,,,107.5,ready,2026-02-11 00:39:55,2026-02-11 00:39:56,,,,,2026-03-10T11:30:56.371795
10586,2600957,,2026-02-10,,,298.0,ready,2026-02-11 00:40:01,2026-02-11 00:40:01,,,,,2026-03-10T11:30:56.371795
10587,2600958,,2026-02-10,,,222.59,ready,2026-02-11 00:40:01,2026-02-11 00:40:01,,,,,2026-03-10T11:30:56.371795
10588,SB76468,,2026-02-10,,,57.6,ready,2026-02-11 00:40:31,2026-02-11 00:40:31,,,,,2026-03-10T11:30:56.371795
10402,2600806,,2026-02-09,,,358.0,ready,2026-02-10 00:40:09,2026-02-10 00:40:09,,,,,2026-03-10T11:30:55.927371
10403,2600807,,2026-02-09,,,2272.0,ready,2026-02-10 00:40:10,2026-02-10 00:40:10,,,,,2026-03-10T11:30:55.927371
10404,2600808,,2026-02-09,,,880.0,ready,2026-02-10 00:40:11,2026-02-10 00:40:12,,,,,2026-03-10T11:30:55.927371
10405,2600809,,2026-02-09,,,880.0,ready,2026-02-10 00:40:12,2026-02-10 00:40:13,,,,,2026-03-10T11:30:55.927371
10406,2600810,,2026-02-09,,,79.5,ready,2026-02-10 00:40:13,2026-02-10 00:40:14,,,,,2026-03-10T11:30:55.927371
10407,2600811,,2026-02-09,,,590.0,ready,2026-02-10 00:40:14,2026-02-10 00:40:14,,,,,2026-03-10T11:30:55.927371
10408,2600812,,2026-02-09,,,439.0,ready,2026-02-10 00:40:15,2026-02-10 00:40:15,,,,,2026-03-10T11:30:55.927371
10409,2600813,,2026-02-09,,,1328.67,ready,2026-02-10 00:40:16,2026-02-10 00:40:16,,,,,2026-03-10T11:30:55.927371
10410,2600814,,2026-02-09,,,1760.0,ready,2026-02-10 00:40:17,2026-02-10 00:40:17,,,,,2026-03-10T11:30:55.927371
10411,2600815,,2026-02-09,,,2410.0,ready,2026-02-10 00:40:18,2026-02-10 00:40:18,,,,,2026-03-10T11:30:55.927371
10412,2600816,,2026-02-09,,,4170.0,ready,2026-02-10 00:40:19,2026-02-10 00:40:19,,,,,2026-03-10T11:30:55.927371
10413,2600817,,2026-02-09,,,418.0,ready,2026-02-10 00:40:20,2026-02-10 00:40:21,,,,,2026-03-10T11:30:55.927371
10414,2600818,,2026-02-09,,,294.0,ready,2026-02-10 00:40:21,2026-02-10 00:40:21,,,,,2026-03-10T11:30:55.927371
10415,2600819,,2026-02-09,,,222.59,ready,2026-02-10 00:40:22,2026-02-10 00:40:22,,,,,2026-03-10T11:30:55.927371
10416,2600820,,2026-02-09,,,222.59,ready,2026-02-10 00:40:23,2026-02-10 00:40:23,,,,,2026-03-10T11:30:55.927371
10417,2600821,,2026-02-09,,,187.59,ready,2026-02-10 00:40:23,2026-02-10 00:40:23,,,,,2026-03-10T11:30:55.927371
10418,2600822,,2026-02-09,,,222.59,ready,2026-02-10 00:40:24,2026-02-10 00:40:24,,,,,2026-03-10T11:30:55.927371
10419,2600823,,2026-02-09,,,187.59,ready,2026-02-10 00:40:25,2026-02-10 00:40:25,,,,,2026-03-10T11:30:55.927371
10420,2600824,,2026-02-09,,,187.59,ready,2026-02-10 00:40:25,2026-02-10 00:40:25,,,,,2026-03-10T11:30:55.927371
10421,2600825,,2026-02-09,,,222.59,ready,2026-02-10 00:40:26,2026-02-10 00:40:26,,,,,2026-03-10T11:30:55.927371
10422,2600826,,2026-02-09,,,222.59,ready,2026-02-10 00:40:27,2026-02-10 00:40:27,,,,,2026-03-10T11:30:55.927371
10423,2600827,,2026-02-09,,,308.0,ready,2026-02-10 00:40:27,2026-02-10 00:40:27,,,,,2026-03-10T11:30:55.927371
10424,2600828,,2026-02-09,,,246.56,ready,2026-02-10 00:40:28,2026-02-10 00:40:28,,,,,2026-03-10T11:30:55.927371
10425,2600829,,2026-02-09,,,301.76,ready,2026-02-10 00:40:29,2026-02-10 00:40:29,,,,,2026-03-10T11:30:55.927371
10426,2600830,,2026-02-09,,,529.0,ready,2026-02-10 00:40:29,2026-02-10 00:40:29,,,,,2026-03-10T11:30:55.927371
10427,2600831,,2026-02-09,,,379.0,ready,2026-02-10 00:40:30,2026-02-10 00:40:30,,,,,2026-03-10T11:30:55.927371
10428,2600832,,2026-02-09,,,308.0,ready,2026-02-10 00:40:31,2026-02-10 00:40:31,,,,,2026-03-10T11:30:55.927371
10429,2600833,,2026-02-09,,,187.59,ready,2026-02-10 00:40:31,2026-02-10 00:40:31,,,,,2026-03-10T11:30:55.927371
10430,2600834,,2026-02-09,,,1869.0,ready,2026-02-10 00:40:32,2026-02-10 00:40:33,,,,,2026-03-10T11:30:55.927371
10431,2600835,,2026-02-09,,,38.0,ready,2026-02-10 00:40:34,2026-02-10 00:40:34,,,,,2026-03-10T11:30:55.927371
10432,2600836,,2026-02-09,,,880.0,ready,2026-02-10 00:40:35,2026-02-10 00:40:35,,,,,2026-03-10T11:30:55.927371
10433,2600837,,2026-02-09,,,880.0,ready,2026-02-10 00:40:36,2026-02-10 00:40:36,,,,,2026-03-10T11:30:55.927371
10434,2600838,,2026-02-09,,,880.0,ready,2026-02-10 00:40:37,2026-02-10 00:40:37,,,,,2026-03-10T11:30:55.927371
10435,2600839,,2026-02-09,,,701.0,ready,2026-02-10 00:40:38,2026-02-10 00:40:38,,,,,2026-03-10T11:30:55.927371
10436,2600840,,2026-02-09,,,522.0,ready,2026-02-10 00:40:39,2026-02-10 00:40:39,,,,,2026-03-10T11:30:55.927371
10437,2600841,,2026-02-09,,,701.0,ready,2026-02-10 00:40:40,2026-02-10 00:40:40,,,,,2026-03-10T11:30:55.927371
10438,2600842,,2026-02-09,,,701.0,ready,2026-02-10 00:40:41,2026-02-10 00:40:41,,,,,2026-03-10T11:30:55.927371
10439,2600843,,2026-02-09,,,722.0,ready,2026-02-10 00:40:42,2026-02-10 00:40:42,,,,,2026-03-10T11:30:55.927371
10440,2600844,,2026-02-09,,,701.0,ready,2026-02-10 00:40:43,2026-02-10 00:40:43,,,,,2026-03-10T11:30:55.927371
10441,2600845,,2026-02-09,,,13.0,ready,2026-02-10 00:40:43,2026-02-10 00:40:44,,,,,2026-03-10T11:30:55.927371
10442,2600846,,2026-02-09,,,370.0,ready,2026-02-10 00:40:44,2026-02-10 00:40:44,,,,,2026-03-10T11:30:55.927371
10443,2600847,,2026-02-09,,,3971.0,ready,2026-02-10 00:40:45,2026-02-10 00:40:45,,,,,2026-03-10T11:30:55.927371
10444,2600848,,2026-02-09,,,1760.0,ready,2026-02-10 00:40:47,2026-02-10 00:40:47,,,,,2026-03-10T11:30:55.927371
10445,2600849,,2026-02-09,,,1578.7,ready,2026-02-10 00:40:48,2026-02-10 00:40:48,,,,,2026-03-10T11:30:55.927371
10446,2600850,,2026-02-09,,,2216.0,ready,2026-02-10 00:40:49,2026-02-10 00:40:49,,,,,2026-03-10T11:30:55.927371
10447,2600851,,2026-02-09,,,867.0,ready,2026-02-10 00:40:50,2026-02-10 00:40:50,,,,,2026-03-10T11:30:55.927371
10448,2600852,,2026-02-09,,,1808.4,ready,2026-02-10 00:40:51,2026-02-10 00:40:51,,,,,2026-03-10T11:30:55.927371
10449,2600853,,2026-02-09,,,880.0,ready,2026-02-10 00:40:53,2026-02-10 00:40:53,,,,,2026-03-10T11:30:55.927371
10450,2600854,,2026-02-09,,,880.0,ready,2026-02-10 00:40:54,2026-02-10 00:40:54,,,,,2026-03-10T11:30:55.927371
10451,2600855,,2026-02-09,,,2006.0,ready,2026-02-10 00:40:55,2026-02-10 00:40:55,,,,,2026-03-10T11:30:55.927371
10452,2600856,,2026-02-09,,,880.0,ready,2026-02-10 00:40:56,2026-02-10 00:40:56,,,,,2026-03-10T11:30:55.927371
10453,2600857,,2026-02-09,,,880.0,ready,2026-02-10 00:40:57,2026-02-10 00:40:57,,,,,2026-03-10T11:30:55.927371
10454,2600858,,2026-02-09,,,880.0,ready,2026-02-10 00:40:58,2026-02-10 00:40:58,,,,,2026-03-10T11:30:55.927371
10455,2600859,,2026-02-09,,,631.0,ready,2026-02-10 00:40:59,2026-02-10 00:40:59,,,,,2026-03-10T11:30:55.927371
10456,2600860,,2026-02-09,,,1000.0,ready,2026-02-10 00:41:00,2026-02-10 00:41:01,,,,,2026-03-10T11:30:55.927371
10457,2600861,,2026-02-09,,,215.0,ready,2026-02-10 00:41:01,2026-02-10 00:41:02,,,,,2026-03-10T11:30:55.927371
10458,2600862,,2026-02-09,,,254.0,ready,2026-02-10 00:41:02,2026-02-10 00:41:02,,,,,2026-03-10T11:30:55.927371
10459,2600863,,2026-02-09,,,1759.0,ready,2026-02-10 00:41:03,2026-02-10 00:41:03,,,,,2026-03-10T11:30:55.927371
10460,2600864,,2026-02-09,,,880.0,ready,2026-02-10 00:41:04,2026-02-10 00:41:04,,,,,2026-03-10T11:30:55.927371
